140,24700,5000,4000,12400
141,22200,5100,5100,11200
142,22400,5300,3700,11200
143,22800,5300,5200,11500
144,22900,5500,4200,11100
145,24600,5300,3700,22400
146,24000,5200,3700,11700
147,29700,5600,5400,23500
148,25100,5500,3800,11900
149,24100,5500,3900,11800
150,24000,5700,4300,11600
151,28200,5700,5500,12200
152,26900,5700,5700,11700
153,24800,5700,4400,12100
154,25400,5800,4900,13200
155,26300,9100,6500,21800
156,27000,6300,5000,13900
157,29700,6100,4500,13100
158,29300,5900,4400,12700
159,25000,5700,4100,11500
160,28500,5900,4500,12400
161,30000,6200,4400,12600
162,28300,6200,6400,12100
163,29400,6100,4700,12700
164,28200,6000,6100,23900
165,29800,6200,4600,12700
166,29400,5800,4400,12800
167,30100,6000,5900,13400
168,31600,6300,6300,12600
169,31100,6000,6200,13200
170,32800,6600,5100,12200
171,32800,6000,6100,19300
172,33600,7100,6400,29900
173,33800,6800,5200,19300
174,32900,6700,5200,14300
175,35400,6800,6900,18200
176,39200,7000,4800,13600
177,36600,6400,6600,13600
178,37300,7000,6800,14000
179,33300,6800,6500,14100
180,36400,6500,6500,18400
181,37300,7100,6900,26200
182,42100,6700,4600,14300
183,33800,6900,5700,25400
184,35000,7000,7000,13900
185,36600,7100,5500,29200
186,35900,7100,6900,15000
187,41600,8000,6200,17100
188,38100,8200,5500,23100
189,37700,7800,7100,14600
190,38200,7100,7000,15500
191,40700,7200,5700,14600
192,35700,6900,5600,14100
193,38400,6900,5500,14700
194,37000,7200,7200,25500
195,39100,7400,5300,13700
196,40900,7300,5500,27800
197,41800,7700,7600,15200
198,38900,7300,5200,17300
199,40500,7500,7500,14800
200,42500,7300,5500,15400
201,44200,7200,7300,23400
202,43500,7700,7400,15700
203,42700,7600,7600,37700
204,42800,8600,7500,23400
205,44200,8400,5900,16200
206,42900,8000,6100,24700
207,45300,7700,5500,15900
208,44100,7400,5600,15100
209,45100,8000,5600,15500
210,46200,8000,5800,27000
211,48000,7800,7600,16100
212,47100,7900,8200,16400
213,46200,8000,8100,16300
214,45600,7700,5600,16500
215,47500,8400,6300,27900
216,47800,8100,6500,16200
217,49800,8400,6400,16800
218,53000,8400,8300,17500
219,46300,8100,6400,16300
220,47100,8100,5900,30200
221,48700,9900,8400,21300
222,52100,8800,6400,22200
223,50800,8200,8000,18200
224,46500,8600,8300,18000
225,48800,8100,8000,28500
226,51800,8800,8400,17600
227,51000,8400,8200,17900
228,50400,8500,6500,17000
229,54400,8600,6400,21300
230,55100,8800,7100,17300
231,55000,9000,8800,19100
232,54900,8700,8600,18200
233,55000,8900,7100,30400
234,54600,8500,6900,17600
235,53900,8600,6700,18100
236,52400,9100,6800,17700
237,57900,10300,7400,24300
238,56700,11000,9000,19600
239,54900,9300,9100,18900
240,54900,9400,7000,18300
241,56300,9100,6800,30200
242,56800,9000,6800,17900
243,56700,9000,7100,18300
244,57900,8800,6900,28500
245,58400,9200,7300,18000
246,58800,9200,7400,19000
247,59500,9700,9400,29700
248,58900,8700,8800,18900
249,60500,9100,7300,16800
250,63100,9500,7200,29500
251,62700,9700,9500,19100
252,62200,9700,7600,18800
253,71800,11100,9300,55300
254,69100,10200,7500,20600
255,60200,9800,7500,19300
256,66900,9600,9300,30600
257,65100,9600,9500,19500
258,69200,9600,9800,25700
259,60700,9700,7700,31000
260,67400,10000,7800,25000
261,77700,9900,7800,19500
262,66200,10200,7900,30900
263,65700,9700,7800,20100
264,68900,9600,7500,18900
265,66400,9900,8000,31700
266,74100,10000,10200,20000
267,68800,10200,7800,19900
268,66600,71000,9800,33700
269,83900,10800,8300,30100
270,69800,10500,7700,21400
271,73600,10200,7800,23900
272,67100,10000,7500,31600
273,71800,10100,7600,20600
274,72000,10200,10600,20600
275,69700,10000,10000,30100
276,73400,10600,8000,21200
277,125100,10900,10600,35500
278,70100,11200,10900,21600
279,72100,10400,10600,31700
280,70100,10100,10100,21400
281,75000,10400,10500,21500
282,76200,10700,8300,31300
283,73100,10300,8800,21000
284,73900,10500,10700,21800
285,85500,13200,9000,26500
286,75300,10900,13000,38700
287,76700,10800,8300,22600
288,75500,11000,8600,21100
289,81900,10600,10900,32900
290,77100,10900,10900,32700
291,76600,10800,8700,22000
292,78700,10700,10700,22400
293,80300,11200,11300,21800
294,84000,13000,14000,57200
295,107500,15400,32100,48800
296,88200,11300,11300,22300
297,83400,10900,8900,23300
298,86000,10800,22000,30900
299,99900,14000,10100,23800
300,83800,11900,11200,24000
301,88100,11400,11100,22600
302,88500,11100,8700,34900
303,87300,11600,9200,37600
304,84200,11400,8900,34500
305,85800,11200,11000,32800
306,92700,11500,11400,22600
307,93600,11700,11700,23500
308,88300,11900,11600,23300
309,88200,11400,9100,23100
310,88900,11900,9400,23800
311,89100,12100,11800,27800
312,86900,12000,11700,23600
313,93100,11900,9500,21800
314,97100,13300,12000,54600
315,91700,12600,8600,38200
316,93500,11400,11300,40500
317,91100,12200,10000,34700
318,92800,12000,9300,34100
319,87800,11500,11900,46200
320,94400,12000,11900,23400
321,100000,11700,11600,23900
322,98500,12200,11900,23500
323,97000,11500,9500,23600
324,94900,12500,9700,23200
325,100100,12900,10300,24400
326,100200,12600,12300,24400
327,102300,12100,12200,24200
328,97600,12000,12700,24500
329,96500,12100,9700,30000
330,96400,14500,14300,39000
331,113400,12500,14300,26300
332,100000,12500,12800,26500
333,103100,12500,10700,43000
334,106800,12300,12300,25500
335,102700,12000,9700,34400
336,101200,12600,9900,36000
337,108300,12700,10100,45700
338,101600,12500,10400,36800
339,105700,13200,12500,36700
340,103100,12400,10500,35700
341,106800,12600,10500,35700
342,101300,13200,10300,36000
343,117000,15200,12400,40100
344,115600,13900,13300,36900
345,115300,13200,11100,43500
346,107700,16300,13000,36500
347,122300,13300,11100,36700
348,111000,13300,11600,39300
349,111200,13400,10800,37300
350,108900,12200,10000,37300
351,113800,12700,12500,45600
352,111900,12700,12400,36000
353,116500,13100,11100,36500
354,114100,17300,10500,36200
355,114900,13200,10100,41900
356,112200,13300,13700,43600
357,118700,13500,11200,41800
358,121100,14100,10800,40200
359,115600,13600,10900,38800
360,123000,13900,13400,39100
361,118300,16400,11400,37500
362,116800,13600,13000,53000
363,125400,14000,13600,26800
364,139000,14700,10700,28900
365,117300,13900,11500,27600
366,118500,13800,11400,26500
367,138800,13500,13200,27400
368,121400,13700,14000,27900
369,122500,13900,13900,26900
370,123800,13900,14100,31700
371,133000,18700,11000,28500
372,212900,15400,14200,28700
373,138900,18200,14200,31900
374,156200,14800,13900,28500
375,122100,14000,11200,27900
376,129100,14000,14100,38300
377,127200,13900,11800,45200
378,142800,14400,13700,40300
379,141700,14400,14300,42600
380,133700,13900,11700,38200
381,128600,14300,13700,39700
382,125800,13900,13500,28100
383,179600,29200,14700,28500
384,138800,17400,14300,28900
385,150600,14900,12500,42000
386,133600,17700,14500,29200
387,130800,14900,12300,29200
388,138000,14700,11800,28000
389,136500,14100,11700,27700
390,152600,14900,11800,49700
391,143400,14800,12500,41100
392,135300,15300,14700,46400
393,135600,15100,15000,42000
394,141300,15100,14400,41000
395,142500,14700,16500,39600
396,145500,17400,15500,31100
397,173300,15300,11900,30500
398,145300,15200,11900,30500
399,138600,15900,15300,29100
400,142500,15800,13100,29500
401,140800,14400,14300,41100
402,144500,15100,12500,41500
403,143100,15000,12400,47500
404,143600,15600,12600,42600
405,143400,15500,12900,35100
406,152700,14900,13400,30600
407,170900,15700,12800,31000
408,153400,15900,15000,37900
409,157700,15700,12500,38800
410,149100,15600,15500,42800
411,422700,15700,15200,41900
412,155400,15400,12600,42400
413,151900,15400,19300,30700
414,151600,15400,15500,30600
415,149400,15800,12900,30900
416,150600,15100,15200,30800
417,147200,15300,12300,43900
418,163700,15400,15200,43900
419,159000,16200,15800,42200
420,176500,18600,16100,76700
421,184800,18800,19000,48400
422,190700,19000,17100,43700
423,161200,16000,15500,42000
424,152800,16100,16000,43500
425,166500,16200,16100,60700
426,161000,16600,18200,42900
427,161500,15900,12900,35700
428,166800,16500,15900,37600
429,165300,17100,17200,43900
430,224500,17000,16200,33800
431,174900,20800,16700,89900
432,187300,17100,20200,50800
433,194000,19400,16300,50700
434,165200,16500,13400,33300
435,187200,16800,14600,46800
436,164400,16700,19900,33500
437,209400,21700,21400,68600
438,203600,22500,21100,67600
439,199300,22200,42400,141100
440,202800,21000,20900,39500
441,173400,16700,13700,32200
442,172800,19000,16000,46500
443,188300,16600,13800,45700
444,196300,17400,16800,52400
445,230700,17200,17000,32300
446,172800,19400,16700,31600
447,170400,15800,13100,32600
448,244300,23000,22600,73600
449,231000,22500,20300,113400
450,196000,20600,17000,34300
451,184700,17400,17800,32700
452,171600,16800,14200,32300
453,180400,16600,16800,42400
454,179200,16900,14900,49800
455,208000,18300,17000,36600
456,177600,17500,17000,33600
457,179800,17300,17500,44100
458,179200,17600,16200,50100
459,209400,21300,19900,45900
460,191800,19400,14000,62000
461,184400,17400,14200,34300
462,177300,17700,17600,46000
463,186200,17500,17300,6544900
464,218400,21600,20800,31800
465,193400,20200,17200,30400
466,190600,17300,20900,35000
467,194000,20200,17800,31000
468,224100,21300,17600,45000
469,196200,17700,16800,72400
470,233100,18400,17700,48200
471,187900,17400,14800,47100
472,214400,23200,18000,42600
473,195500,17600,17800,39300
474,206000,18400,17500,46900
475,200700,18000,17800,49200
476,191700,17700,17300,36500
477,215600,21600,19800,37000
478,208200,18800,18200,53000
479,220600,19900,17800,47100
480,191400,18500,15400,35800
481,196000,17700,17700,35100
482,201100,16900,14100,44600
483,198000,17800,15300,35800
484,198500,18000,15400,31600
485,201200,17900,17900,32200
486,199200,18200,17800,44800
487,203800,23100,23500,50400
488,219300,18300,18900,47100
489,236200,28800,21200,52400
490,241500,22800,18000,46500
491,210000,18600,15500,51300
492,206900,18500,18100,32100
493,209500,18700,15200,33100
494,222500,18000,22200,32400
495,216500,19000,16100,32000
496,239200,18300,24600,32600
497,233100,19100,16100,32700
498,202600,18100,15600,33200
499,211100,18900,19100,39700
500,235000,22900,21900,33300
501,204000,19000,18800,32900
502,220800,23900,24100,33000
503,216200,19400,18600,33300
504,220900,18800,15900,33400
505,215600,18900,18700,35900
506,232400,24800,18400,33200
507,215700,19100,15400,32400
508,216500,19100,18600,33200
509,220400,18800,19200,32400
510,217100,19100,19000,36400
511,276300,23500,20300,43200
512,233700,19400,16000,33200
513,232800,19000,18900,32700
514,232400,19900,16000,33200
515,227700,19800,19600,46600
516,227200,18700,18400,33100
517,228400,20200,17900,33500
518,261600,19200,21800,54100
519,246900,19600,16900,34000
520,231700,22500,19200,39300
521,233100,19100,18900,51900
522,268100,25300,20800,46700
523,254100,26300,23600,50700
524,235600,24300,19600,34600
525,254300,19600,16700,35300
526,228500,19700,20200,42300
527,252600,19500,19500,53200
528,267600,25700,23800,35600
529,238500,20300,24400,40100
530,235800,19900,24200,34700
531,258300,19400,19500,35200
532,266100,21000,19400,43300
533,244800,19700,19100,40000
534,230000,24200,20500,36400
535,241400,19600,19900,35500
536,244900,20100,20100,36100
537,249000,21000,24000,37400
538,241100,20700,20800,35800
539,241700,20400,17300,39800
540,254000,27700,19800,47500
541,255700,20100,24400,36700
542,255600,22100,20300,54400
543,265500,19700,22300,53400
544,238000,25700,20300,36200
545,249200,19600,16400,38000
546,247500,25200,19700,36600
547,299800,20300,19800,37500
548,265900,26200,19900,59900
549,306800,21300,24700,53000
550,257300,20900,18200,36900
551,256100,21000,22200,54600
552,266800,24500,20500,51800
553,269100,24000,20500,42500
554,281800,20700,24300,63900
555,309000,21400,20700,36900
556,258500,25700,18600,37700
557,263000,21400,21000,37800
558,256400,20900,20500,38100
559,260600,20300,21000,57000
560,263400,19900,19400,37400
561,290700,23600,25200,62300
562,268200,21800,25400,38000
563,262300,21900,18200,40800
564,289800,29100,25800,59600
565,308000,27300,27100,54300
566,306900,27200,26500,66800
567,310500,29000,25800,50500
568,312000,25700,17700,39600
569,282100,26900,29100,56700
570,280000,27700,25800,38100
571,330100,27800,24900,38700
572,298600,21100,20500,50500
573,269600,28800,26700,38800
574,327700,30300,27200,58400
575,283700,22700,21200,50400
576,277000,28000,27000,39700
577,284000,29100,24000,48200
578,305700,24500,25900,73600
579,318900,28100,26600,60200
580,290900,27800,21900,38500
581,281500,20900,18700,38000
582,284600,21200,20400,38700
583,287900,22200,21600,39800
584,280900,21700,18300,41100
585,283000,22300,18800,38800
586,285700,21600,21500,38300
587,287300,21200,17800,38000
588,280900,21700,21200,60300
589,279300,22700,19200,39500
590,289200,25800,22200,39500
591,283400,21900,18900,38700
592,287800,21600,21400,39100
593,292200,22100,21700,42200
594,293200,23400,19200,38700
595,302300,22400,21900,42500
596,294400,27000,19100,40600
597,299700,22300,21600,39400
598,299100,22000,18900,52700
599,355000,30500,22300,60600
600,299200,22300,18600,41000
601,299900,22400,20000,45400
602,299700,21700,18000,40100
603,296300,22600,19900,40100
604,309500,22900,19900,40000
605,300400,23300,26300,52400
606,333300,23100,28600,46900
607,317200,23500,22900,41200
608,298900,21800,19000,40400
609,301000,22200,19500,47400
610,304300,21900,21500,40300
611,303300,22700,20100,40400
612,304800,22000,20000,40400
613,318300,22800,19100,40600
614,324300,23000,22900,43000
615,328000,29100,22400,55000
616,323300,23500,22500,46200
617,306200,23200,20000,40900
618,308300,22000,19300,40100
619,308600,22100,19200,40800
620,385600,22500,22400,60700
621,381100,22500,23300,40600
622,316500,22900,19200,41000
623,313200,23000,31200,40100
624,312400,23100,19800,41200
625,324900,27200,24000,47000
626,325300,23800,22900,57300
627,317600,23700,23600,42500
628,323700,24100,20800,53400
629,385000,24100,24000,42700
630,314400,22800,19300,44800
631,317500,23300,31600,42200
632,327200,23600,20500,41800
633,325200,31800,23700,41700
634,320100,23900,21500,47700
635,334800,30300,28500,43300
636,326200,24100,25500,42600
637,375900,23500,19700,41300
638,326200,23600,20500,41300
639,326200,23800,20900,41500
640,339700,22200,23800,55000
641,328500,22800,19500,41000
642,341900,24200,21800,44700
643,325200,24100,23900,41600
644,330300,29900,23900,46900
645,399000,24200,21600,42800
646,343700,24500,21400,42500
647,335600,23900,20600,47300
648,330000,24800,20900,42500
649,339800,22900,23100,42800
650,330500,23800,21300,42500
651,342000,23900,29600,51600
652,347700,23500,20400,53400
653,346200,23600,23500,41700
654,342700,24300,21700,47000
655,342600,23900,23900,43200
656,353600,27900,21600,43300
657,347300,24900,21200,41400
658,351800,24700,21800,44200
659,333200,24600,21300,44300
660,373100,23400,24100,43100
661,348700,25300,21600,43900
662,341800,24600,21300,43900
663,349600,24800,20600,49100
664,353100,30600,24700,50600
665,367900,23700,20000,44200
666,430400,27300,21200,46300
667,422300,29500,24500,49600
668,363600,23700,23600,44900
669,348600,24600,21200,44600
670,369100,32600,24700,46200
671,357400,23500,23400,50400
672,359300,24000,23800,51100
673,355900,25000,24400,46400
674,359600,24600,21400,47900
675,361400,27900,27100,56300
676,357500,30900,22200,57800
677,368500,24800,24400,49600
678,369300,25100,21300,63500
679,371600,32100,24200,45100
680,362500,31900,28100,45500
681,415700,24300,31200,58500
682,369500,25200,24500,44600
683,376300,24500,21400,45800
684,374500,25100,22200,81300
685,371100,30500,25400,75100
686,384700,36000,31000,64100
687,382600,25700,31400,67200
688,377800,24800,22200,60000
689,370300,25900,22800,62800
690,446600,26100,21300,63700
691,382900,25800,23100,61400
692,374100,25000,24700,71100
693,394600,25500,25300,62100
694,392900,27600,28600,95900
695,386800,26000,25600,64300
696,388000,25200,34800,64800
697,381500,26100,25800,61900
698,395000,26300,23600,63700
699,387800,25300,25000,62800
700,393600,26300,26000,64100
701,401700,26000,23000,70100
702,405400,26000,25100,63600
703,397900,26300,22700,98800
704,396400,27000,23100,62300
705,393300,26300,23800,61300
706,399800,26600,23500,64200
707,388100,35700,29100,63900
708,492800,34400,32800,98900
709,431000,25500,25800,61800
710,395100,26600,23400,93000
711,399400,26200,25800,63200
712,401800,28500,34800,116300
713,404600,26500,22300,65000
714,399500,26700,23800,91100
715,410600,26900,26500,65100
716,394000,32600,26700,70800
717,399400,29200,25200,63400
718,423200,27500,26600,65000
719,402600,26300,23100,68800
720,412700,26200,23000,64700
721,413500,27300,27000,85700
722,399800,27100,23100,73300
723,414200,27600,30900,81600
724,487000,36300,27000,102600
725,420900,26700,26700,74900
726,419300,27600,27300,68800
727,412100,31900,26500,56100
728,418900,26200,26500,59400
729,413600,26900,27300,59400
730,415700,32800,25100,101000
731,424300,27000,22900,77500
732,419700,33700,30100,81500
733,431300,26500,26300,68100
734,421000,28200,25000,65900
735,415800,27200,27000,66600
736,425200,28500,24600,64600
737,412300,27700,27300,65100
738,431400,27300,26900,66600
739,422200,28500,28200,78100
740,426200,27900,24000,55900
741,435500,26700,33600,66700
742,428500,27500,27000,70900
743,426000,27100,27200,65600
744,424900,26600,26900,66700
745,436300,28000,28100,64700
746,432500,27000,24100,64900
747,433000,28500,24400,75500
748,439500,28200,25200,67000
749,448100,32000,27700,70300
750,454500,34200,30700,90300
751,445300,28800,24200,57700
752,426900,27500,24400,66800
753,437100,33900,27800,73200
754,441100,27500,27400,66700
755,442100,33300,27800,68500
756,448300,27400,24900,67300
757,435200,28600,30500,73600
758,440100,35600,28900,69400
759,448300,28000,24300,67900
760,444100,28000,27200,55800
761,448200,27900,24700,66300
762,446100,36800,28900,86900
763,455800,28900,25600,66400
764,457500,28000,25400,83400
765,455200,28800,27700,71700
766,466600,30600,25200,69100
767,501200,34400,25000,70400
768,452400,29100,28100,61000
769,453500,28100,26600,66300
770,452800,27200,27500,66600
771,473300,27800,27000,66100
772,452400,27100,23800,67800
773,462000,28100,25300,67000
774,479300,27200,26900,67800
775,471800,28000,28400,83700
776,551300,28500,37600,68700
777,469200,28600,28600,69900
778,457400,28400,29600,67500
779,462300,28600,28700,68900
780,475000,29000,25800,71500
781,467700,28400,28300,57600
782,472200,35400,29500,69400
783,474000,29000,25500,81700
784,452500,30300,26100,85500
785,480600,28700,28300,76200
786,504400,29700,29300,68100
787,470200,28400,25800,59300
788,482000,28400,24900,70500
789,475300,28400,28800,69300
790,478100,29400,26100,70300
791,502300,29300,29900,70300
792,483600,29800,30300,83800
793,513900,29100,28400,69800
794,481900,27900,25200,76800
795,481000,29200,26400,70000
796,490800,29700,29500,71000
797,478800,29300,25100,58100
798,495100,28200,24400,69400
799,490000,36400,29400,69200
800,502100,29300,25700,75900
801,527500,29900,26300,103300
802,478500,29500,29000,69900
803,497100,29600,29700,74000
804,496000,29800,27500,95200
805,492400,29600,29000,69700
806,488100,29400,26000,70100
807,496800,30100,26800,73300
808,492600,29500,36900,72300
809,498800,30600,33700,80000
810,553900,29700,26500,73200
811,529600,29800,26100,71400
812,507000,29700,25800,106100
813,495600,30100,29700,71400
814,513200,28900,29900,73100
815,517100,30200,30100,73000
816,507100,29900,29600,71400
817,493900,29700,30900,101900
818,522900,35400,28400,83800
819,518200,31700,29500,73900
820,510100,29500,26700,75000
821,507800,29900,27200,77000
822,508400,29900,29400,72600
823,519500,30700,27300,71700
824,512900,30500,26900,71100
825,511800,29900,30600,70600
826,560700,30600,31200,129100
827,552700,30000,29600,80000
828,506700,30000,30200,71800
829,516700,30700,27200,73200
830,523900,30900,27500,72600
831,524800,30700,29700,71800
832,528300,31000,27000,77000
833,533600,30900,30600,72800
834,524100,30000,34400,173300
835,562100,31800,27900,58900
836,520400,31200,27600,55500
837,524200,30300,26900,56100
838,539700,37500,31200,84200
839,538100,30900,27300,56300
840,527700,31300,27700,56100
841,537300,30800,27200,66100
842,550000,31000,27600,76100
843,551900,30700,34700,57000
844,528200,30500,31000,61300
845,541100,31100,38200,56300
846,539600,31100,30700,62500
847,543900,31300,27600,57200
848,520900,35000,30800,57300
849,562200,31300,32100,55400
850,547000,31400,26900,58000
851,553600,31900,30600,58000
852,557500,32200,31300,83300
853,542400,35000,29900,56500
854,552700,30700,31200,57200
855,540000,31800,32500,59500
856,557800,29900,30900,58000
857,559500,31700,32000,58400
858,687000,34900,31700,100800
859,557000,31500,27700,59100
860,564500,32100,32200,64200
861,559300,36500,27100,57800
862,559900,31600,30800,58000
863,555600,39400,31800,58900
864,559000,31700,27700,59000
865,556500,31600,28700,57400
866,571800,44300,31500,60600
867,685200,32900,31900,58800
868,581300,31700,31400,63800
869,556300,31200,27600,57900
870,599100,31300,31500,59500
871,584800,31900,29100,59800
872,575900,31400,34900,59200
873,567800,32200,28700,58300
874,591900,33600,30700,127300
875,582000,32600,32300,59600
876,573800,32600,28900,68400
877,588900,31400,28800,59700
878,572300,32200,28100,59000
879,583300,31500,29200,59300
880,575100,31900,31400,60600
881,589200,32100,28400,59000
882,593200,32700,32700,71100
883,585800,33300,29500,62100
884,578100,33000,29100,59300
885,599300,32000,32400,59500
886,576000,32700,32800,58800
887,600700,32100,27900,64400
888,591000,32800,34300,60000
889,601300,32100,28700,60400
890,588000,32500,34200,72600
891,590500,33800,33100,61700
892,565200,33600,41400,66100
893,590500,31900,31700,60300
894,588100,32100,28800,58900
895,598700,32700,32300,64600
896,593500,35400,33400,58000
897,603900,32700,29500,59200
898,598900,32600,32100,63600
899,663700,33700,33500,60100
900,593900,32400,32100,59800
901,601000,32400,32500,61100
902,607100,34700,29900,60300
903,601400,33700,29700,68600
904,611700,34800,32300,61500
905,601100,32400,28900,60600
906,595900,34600,33300,73500
907,616600,34700,42600,93800
908,613700,33900,30400,62200
909,625900,32800,29900,60900
910,618700,33000,33000,61700
911,619600,33000,32400,60900
912,607300,33800,30800,61600
913,626000,31800,32400,61300
914,641200,35800,32600,74900
915,633900,34100,30000,62300
916,637800,33100,30200,71000
917,622200,32800,33500,61300
918,619900,47700,41900,110400
919,715600,42000,42800,87300
920,796000,53500,39500,88400
921,718800,89700,43600,87700
922,680800,41900,42000,88400
923,737600,48200,41400,88200
924,669100,44300,43300,99500
925,718600,42900,40500,155000
926,768200,43100,39200,116400
927,670200,40900,46200,100000
928,656000,42100,42300,117000
929,677000,43900,55000,80600
930,718400,44500,43400,123600
931,688500,53100,38500,79700
932,638600,33500,43100,64700
933,641900,42800,33900,62300
934,652900,42500,44000,96600
935,681700,41300,38400,77300
936,660800,40000,43200,92500
937,709000,42700,37300,65200
938,636700,34200,33600,62600
939,654500,34400,34000,63700
940,639400,34200,34100,67400
941,648800,35200,31300,63600
942,655300,34700,30500,72200
943,649300,38100,34400,104800
944,691000,40500,34900,96500
945,651000,33900,35000,76300
946,677500,35500,34600,92100
947,687400,35100,34900,63200
948,771500,36800,35000,65100
949,693000,36100,31900,64100
950,693200,34200,33500,63900
951,664500,35400,34800,65000
952,653800,35900,31500,64700
953,678300,34600,34100,64300
954,688500,34900,30800,63500
955,669600,35400,35300,71300
956,675400,35500,33800,63900
957,676300,34600,30900,63400
958,758500,35400,46700,74500
959,682800,34800,34300,67300
960,680600,35500,34800,70000
961,681000,34400,31800,63400
962,674000,34900,34100,63800
963,678000,36200,35500,93900
964,676400,35800,32400,71700
965,689800,35900,41100,70100
966,698700,35200,34200,95100
967,700900,46700,35700,65800
968,687600,36000,35500,67000
969,815400,35000,31100,65600
970,679400,39000,43100,66400
971,679900,37200,36400,66200
972,695900,35300,31800,95900
973,704000,40600,34800,70300
974,693400,36600,35700,66400
975,691700,36000,36700,65900
976,705300,35200,35800,65400
977,683100,35700,45200,65600
978,697700,36100,36600,71200
979,689600,38200,35500,64900
980,786800,40900,39600,75300
981,699600,36300,44400,76700
982,699100,36600,32300,72100
983,716000,36500,36200,66600
984,718500,37400,46900,76900
985,705100,35800,32400,66100
986,719600,37300,40100,126500
987,736800,39100,42400,90700
988,775000,36800,35800,86900
989,726400,34600,31400,89600
990,730300,36700,37500,95200
991,723600,37500,33900,86600
992,736600,39400,33200,92500
993,751300,46900,36100,78400
994,715200,36600,34700,67500
995,728400,36900,44000,99200
996,817200,43100,43200,67600
997,742400,42500,46500,99700
998,747600,42600,38900,98200
999,741800,40600,45200,79800
1000,744800,46200,36100,67000
